is_spammer,id,name,verified,followers_count,follow_count,post_count,favourites_count,bi_followers_count,user_ability,followRatio,friendRatio
1,6489758408,用户6489758408,0,1,237,2,0,0,0,118.50,0.00
1,6783876817,用户6783876817,0,1,62,13,0,0,0,31.00,0.00
1,6440413966,Flynn53172,0,1,127,0,0,0,0,63.50,0.00
1,6519387652,用户6519387652,0,1,70,0,0,0,0,35.00,0.00
0,2232980511,会飞的熊猫820919,0,96,461,566,8,5,35651584,4.75,0.01
1,6378081553,美好_记忆0852,0,1,120,0,0,0,0,60.00,0.00
1,6259526568,用户6259526568,0,1,228,0,0,0,0,114.00,0.00
1,7157889614,巴拉巴jz拉大西瓜,0,1,26,0,0,0,0,13.00,0.00
1,6939976706,李立596,0,4,91,1,0,0,0,18.20,0.00
1,1872245387,长弓化十1314,0,0,343,0,0,0,0,343.00,0.00
1,7156960762,Z媺小姐8,0,1,26,0,0,0,0,13.00,0.00
1,6912156829,时光里想起,0,2,79,1,0,0,0,26.33,0.00
1,7156960623,UD非干病酒,0,1,47,0,0,0,0,23.50,0.00
1,7157889661,用户7157889661,0,1,189,0,0,0,0,94.50,0.00
1,7156959662,席乙87777,0,1,363,0,0,0,0,181.50,0.00
1,5388665149,无话可说_zz,0,1,60,0,0,0,0,30.00,0.00
1,7157889697,嘛咦呀哟V嘿7,0,1,21,0,0,0,0,10.50,0.00
1,7071421590,小笼包chop01,0,2,161,0,0,0,0,53.67,0.00
1,6116675479,要成为海贼王的男人蒙奇D路飞,0,1,63,1,0,0,0,31.50,0.00
1,6779752237,用户6779752237,0,1,217,0,0,0,0,108.50,0.00
1,6457946833,春依惠人杨杨,0,1,63,0,0,0,0,31.50,0.00
1,7156960009,小Q摸人7,0,1,33,0,0,0,0,16.50,0.00
1,6289128109,用户6289128109,0,11,286,4,0,0,0,23.83,0.00
1,7157889303,Sforever_0616012,0,1,43,0,0,0,0,21.50,0.00
1,6517422084,飞奔鱼丫,0,18,16,0,0,0,0,0.84,0.00
1,5196784853,不可缺少的陳先森,0,8,370,2,0,0,0,41.11,0.00
1,6124843673,来治猩猩的你ii,0,14,545,0,0,0,0,36.33,0.00
1,6376756513,廖佳伟187-7695-3665,0,1,402,0,0,0,0,201.00,0.00
1,3204420672,ringexo,0,5,105,0,0,0,0,17.50,0.00
0,3664428794,美丽一次小小震,0,21,176,42,0,1,0,8.00,0.01
0,2717029407,手机用户2717029407,0,31,267,23,16,28,0,8.34,0.10
1,7156958828,用户7156958828,0,1,46,0,0,0,0,23.00,0.00
1,7157885861,用户7157885861,0,1,59,0,0,0,0,29.50,0.00
1,7052932874,用户7052932874,0,1,123,0,0,0,0,61.50,0.00
1,6282364340,用户6282364340,0,1,270,1,0,0,0,135.00,0.00
0,6452946574,北葵向暖6452946574,0,22,282,22,1,0,2097152,12.26,0.00
0,3167228242,mei·薇思,0,56,372,25,0,15,2097152,6.53,0.04
0,1781117273,道口画宝刚烧鸡,0,404,2057,1933,1,57,35652096,5.08,0.03
0,5178377792,安小胖胖胖胖胖胖,0,97,195,102,5,21,0,1.99,0.11
1,6315493807,用户6315493807,0,1,151,0,0,0,0,75.50,0.00
1,5531014227,Thedynamic-波,0,1,65,1,0,0,0,32.50,0.00
0,6262818102,陳陳陳cccK珊ss,0,82,273,124,16,0,2097152,3.29,0.00
1,6191236751,只玺欢妮,0,2,113,0,0,0,0,37.67,0.00
1,7156956546,用户7156956546,0,1,384,0,0,0,0,192.00,0.00
0,5189874795,yangyang杏子,0,96,291,144,226,34,33554432,3.00,0.12
1,6790381945,用户6790381945,0,3,181,0,0,0,0,45.25,0.00
1,2903181501,手机用户2903181501,0,8,109,21,1,0,0,12.11,0.00
1,6891493443,浅挚绊离兮186,0,27,234,0,0,0,0,8.36,0.00
1,6716137484,用户6716137484,0,1,66,1,0,0,0,33.00,0.00
1,6821469748,用户6821469748,0,1,124,23,0,0,2097152,62.00,0.00
1,6472826010,用户6472826010,0,1,129,1,0,0,0,64.50,0.00
1,3169456264,疯子小强888,0,10,773,3,0,0,0,70.27,0.00
1,5537318531,用户5537318531,0,1,91,0,0,0,0,45.50,0.00
1,6375959242,骑着蜗牛去把妹5538,0,2,121,0,0,0,0,40.33,0.00
0,5516207335,茉莉蜜茶5516207335,0,23,242,15,9,1,35651584,10.08,0.00
1,6531045043,用户6531045043,0,1,14,1,0,0,0,7.00,0.00
1,6997637545,想宝宝518,0,1,329,0,0,0,0,164.50,0.00
1,6335882135,李丫头1367,0,1,117,0,0,0,0,58.50,0.00
1,2409286947,凹月au,0,3,101,3,0,0,0,25.25,0.00
1,6095986390,fengfeng小雪,0,26,295,1,0,0,0,10.93,0.00
1,6833966285,用户6833966285,0,1,59,16,0,0,2097152,29.50,0.00
1,6827264623,用户6827264623,0,1,62,31,0,0,0,31.00,0.00
0,2388729443,苗条猪2012,0,134,233,32,0,2,0,1.73,0.01
1,5641433302,用户5324365823,0,1,97,0,0,0,0,48.50,0.00
1,7156953560,海洋世界1372,0,1,610,0,0,0,0,305.00,0.00
0,5584942771,岁月静好19860607,0,14,194,70,0,0,0,12.93,0.00
1,7156955371,用户7156955371,0,1,33,0,0,0,0,16.50,0.00
1,6182290995,用户6182290995,0,1,203,0,0,0,0,101.50,0.00
1,7083422901,微笑向未来880512,0,1,399,0,0,0,0,199.50,0.00
1,5170222931,宿州卖房的小伙,0,1,64,1,0,0,0,32.00,0.00
1,7153600298,小啊鲸70626,0,3,36,1,0,0,0,9.00,0.00
1,7157883262,用户7157883262,0,1,252,0,0,0,0,126.00,0.00
0,6132776713,莫妮托,0,95,405,13,0,4,0,4.22,0.01
1,6311502661,用户6311502661,0,1,159,0,0,0,0,79.50,0.00
1,6238353243,ai美红,0,2,178,0,0,0,0,59.33,0.00
1,6219003430,用户6219003430,0,1,10,0,0,0,0,5.00,0.00
1,5638464355,摩羯座的touristuid018,0,5,206,0,0,0,0,34.33,0.00
1,7157882225,用户7157882225,0,1,39,0,0,0,0,19.50,0.00
1,6437372263,彬女王0019,0,1,474,0,0,0,0,237.00,0.00
1,7157883364,tyakichen77,0,1,68,0,0,0,0,34.00,0.00
0,6048963691,江西师大数信学院实践队许俊豪,0,57,152,54,0,11,35651584,2.62,0.07
1,6228626860,用户6228626860,0,1,357,10,0,0,35651584,178.50,0.00
1,6765025571,臧殿财,0,1,127,0,0,0,0,63.50,0.00
0,6386682844,小非非199006,0,9,97,9,0,0,35651584,9.70,0.00
0,5777265170,myieffwy,0,8,60,155,0,0,0,6.67,0.00
1,7156951541,好排大一棵树7,0,1,96,0,0,0,0,48.00,0.00
1,7157881864,用户7157881864,0,2,600,0,0,0,0,200.00,0.00
0,5497997669,靓发造型灵灵_793,0,9,18,7,0,1,0,1.80,0.05
1,5633825341,用户5633825341,0,6,120,0,0,0,0,17.14,0.00
1,5951483909,用户5951483909,0,1,108,1,0,0,0,54.00,0.00
1,7066962098,文君201904,0,1,65,0,0,0,0,32.50,0.00
0,6095028012,明天更好100024,0,16,66,13,0,1,0,3.88,0.01
1,7089686509,用户7089686509,0,2,84,0,0,0,0,28.00,0.00
1,6670610806,用户6670610806,0,1,222,0,0,0,0,111.00,0.00
1,6465702829,样Yongg,0,1,174,0,0,0,0,87.00,0.00
1,7156951671,脑喵喵爱吃糖3,0,1,32,0,0,0,0,16.00,0.00
0,3508518862,浪漫的hotdog,0,24,488,72,79,9,0,19.52,0.02
0,5141110396,不太自信的肉肉,0,18,163,15,6,3,33555456,8.58,0.02
0,5473292357,一生不变7087,0,9,178,14,0,1,0,17.80,0.01
1,3546267794,用户3546267794,0,5,211,4,0,0,33554432,35.17,0.00
1,5403761538,张齐琪91998,0,1,60,0,0,0,0,30.00,0.00
1,7156948367,用户7156948367,0,1,25,0,0,0,0,12.50,0.00
1,6834415238,用户6834415238,0,1,63,15,0,0,2097152,31.50,0.00
1,7157880179,只_有桔子8,0,1,50,0,0,0,0,25.00,0.00
1,6474732770,神一样的猫溺,0,4,96,0,0,0,0,19.20,0.00
1,5981321855,用户5981321855,0,1,129,0,0,0,0,64.50,0.00
1,5632291557,用户5632291557,0,1,60,0,0,0,0,30.00,0.00
1,6068003644,用户6068003644,0,3,455,1,0,0,0,113.75,0.00
0,6337131653,白羊座春风十里不如你,0,21,254,32,0,0,0,11.55,0.00
0,6563449768,流浪的漂洋过海来看你,0,19,1294,2,0,0,0,64.70,0.00
0,6454191800,风雨无阻5362,0,17,99,639,0,1,0,5.50,0.01
1,6187897796,用户6187897796,0,1,511,0,0,0,0,255.50,0.00
0,6393898147,旋律200609,0,24,87,11,0,2,0,3.48,0.02
1,6985952428,阿啾66463,0,1,65,2,0,0,0,32.50,0.00
1,6488224370,用户6488224370,0,1,159,0,0,0,0,79.50,0.00
1,6623606671,Archeologists,0,1,68,3,0,0,0,34.00,0.00
1,7157878307,JYeeniver05,0,1,45,0,0,0,0,22.50,0.00
0,5132710365,炽焰K,0,49,158,35,0,7,0,3.16,0.04
0,7156947390,DDxbd123,0,1,12,0,2,0,0,6.00,0.00
0,6621276092,倾城岁月佰峰荣耀,0,1,184,7,1,0,2097152,92.00,0.00
0,6172489102,Sholyo周,0,42,101,286,5,1,35651584,2.35,0.01
1,7156948240,保货小草12,0,1,23,0,0,0,0,11.50,0.00
1,2958047911,骄阳荡夜,0,24,140,1,0,0,0,5.60,0.00
0,6300534286,拾忆yjy,0,3,94,6,0,0,2097152,23.50,0.00
1,6489344417,荆京8303,0,1,60,0,0,0,0,30.00,0.00
1,6915318590,用户6915318590,0,1,62,0,0,0,0,31.00,0.00
0,5237188707,全世界缺个你,0,11,495,3,0,0,1024,41.25,0.00
1,6120604761,欣仔44164,0,19,341,2,0,0,0,17.05,0.00
1,7157875920,用户7157875920,0,1,104,0,0,0,0,52.00,0.00
1,6576779778,Tily46196,0,19,140,0,0,0,0,7.00,0.00
1,6459780672,用户6459780672,0,1,113,0,0,0,0,56.50,0.00
0,6130634487,戴着红帽吃鹅,0,19,133,1,1,1,0,6.65,0.01
0,6110026142,用户6110026142,0,1,324,1,0,0,0,162.00,0.00
0,3172667422,雲翊G3,0,53,106,105,0,8,1024,1.96,0.07
1,7157875763,黑暗系中二病O3,0,1,48,0,0,0,0,24.00,0.00
1,6835628347,用户6835628347,0,1,61,15,0,0,2097152,30.50,0.00
0,6310142392,雨尘200803,0,9,303,2,0,0,0,30.30,0.00
0,6345136507,木头妖怪的元宵,0,116,1941,135,321,6,35651584,16.59,0.00
0,6879386636,用户6879386636,0,1,22,3,0,0,0,11.00,0.00
1,7079884142,yybzd61536,0,2,276,0,0,0,0,92.00,0.00
0,6239559326,前男友84686,0,20,124,5,0,1,0,5.90,0.01
1,6485238422,用户6485238422,0,1,120,0,0,0,0,60.00,0.00
1,6485238422,用户6485238422,0,1,120,0,0,0,0,60.00,0.00
1,7067581330,wsq-02,0,2,76,0,0,0,0,25.33,0.00
0,5216058904,赞果--徐小玲,0,12,451,5,0,0,0,34.69,0.00
1,6114981942,小土土011,0,10,256,0,0,0,0,23.27,0.00
1,6804318008,用户6804318008,0,2,123,12,0,0,0,41.00,0.00
1,6310008128,用户6310008128,0,3,656,1,0,0,0,164.00,0.00
1,5415901031,喜欢吃小草莓的妹子,0,1,109,0,0,0,0,54.50,0.00
1,7157874332,郁少V186,0,1,97,0,0,0,0,48.50,0.00
0,3132118161,禾一弋,0,120,52,125,14,1,2097152,0.43,0.02
0,2381300911,柠檬姐姐NM,0,301,289,176,8,79,35651584,0.96,0.27
0,6469886816,陈享又偷偷关注你了,0,1,7,8,0,0,0,3.50,0.00
1,5622821705,用户5622821705,0,1,143,0,0,0,0,71.50,0.00
1,7156944161,Xzhangchunlian68,0,1,39,0,0,0,0,19.50,0.00
0,6405855806,干净的像风VH,0,7,387,22,0,1,0,48.38,0.00
0,5248056494,瘦妹12月的冬季,0,67,299,81,0,18,2098176,4.40,0.06
1,7156944012,用户7156944012,0,1,46,0,0,0,0,23.00,0.00
0,5128355489,应梦梦92313,0,26,163,2,0,1,1024,6.04,0.01
0,6277568089,用户6277568089,0,3,155,9,0,0,0,38.75,0.00
0,6066193087,团偏源的四叶草,0,3,46,4,0,0,0,11.50,0.00
1,6211405825,用户6211405825,0,1,58,0,0,0,0,29.00,0.00
0,6475908928,戒不了烟_,0,9,161,3,0,0,0,16.10,0.00
1,6168390208,用户6168390208,0,2,134,0,0,0,0,44.67,0.00
1,5752317754,左洪传,0,1,169,0,0,0,0,84.50,0.00
0,5736703994,小猪故友,0,13,185,1,0,0,33554432,13.21,0.00
1,7156942563,用户7156942563,0,2,602,0,0,0,0,200.67,0.00
1,6685611604,用户6685611604,0,2,132,0,0,0,0,44.00,0.00
0,2264209693,多面大爷Quiettree,0,234,99,765,3,18,2098178,0.42,0.18
1,6863441029,zk-struggle,0,6,177,1,0,0,0,25.29,0.00
1,7016185589,用户7016185589,0,1,156,0,0,0,0,78.00,0.00
1,6353603084,我就是我不一样的自己32450,0,2,203,0,0,0,0,67.67,0.00
1,5890426166,MissYuan89178,0,1,61,0,0,0,0,30.50,0.00
0,6449591111,用户6449591111,0,13,1089,9,0,0,0,77.79,0.00
1,7156941246,时光与谦有染,0,1,34,0,0,0,0,17.00,0.00
1,6099205262,用户6099205262,0,1,240,0,0,0,0,120.00,0.00
0,6081808692,可乐鸡翅sss,0,13,97,141,0,0,0,6.93,0.00
0,7156934618,Astrid_Sylvia,0,1,45,3,0,0,0,22.50,0.00
1,7036514548,用户7036514548,0,1,61,0,0,0,0,30.50,0.00
1,7157870259,用户7157870259,0,1,44,0,0,0,0,22.00,0.00
1,6811624770,用户6811624770,0,1,61,10,0,0,0,30.50,0.00
1,6640234247,我有一头小毛驴530,0,1,85,0,0,0,0,42.50,0.00
0,6286794957,用户6286794957,0,3,187,5,0,1,0,46.75,0.01
1,7156940262,花小约珊珊912,0,1,31,0,0,0,0,15.50,0.00
1,6481042330,用户6481042330,0,2,115,0,0,0,0,38.33,0.00
1,6023368739,用户6023368739,0,1,101,0,0,0,0,50.50,0.00
1,7157869694,vwunaisijixia99,0,1,92,0,0,0,0,46.00,0.00
0,5946051145,我的梦想是幸福的生活,0,40,233,417,7,3,0,5.68,0.01
1,7157869260,七_分HY21,0,1,37,0,0,0,0,18.50,0.00
1,7157869210,wun21_旭fao,0,1,35,0,0,0,0,17.50,0.00
1,7006660746,李瑞鑫妈妈62767,0,1,60,0,0,0,0,30.00,0.00
1,6725216829,用户6725216829,0,1,130,0,0,0,0,65.00,0.00
1,7156939199,毛_躁姑娘03,0,1,49,0,0,0,0,24.50,0.00
0,1144461652,zzdbb,0,182,651,273,0,86,0,3.56,0.13
0,6585157252,九街姑娘39702,0,9,470,1,1,0,2097152,47.00,0.00
1,6393830548,用户6393830548,0,1,72,0,0,0,0,36.00,0.00
1,6181270934,用户6181270934,0,3,123,0,0,0,0,30.75,0.00
1,7065718384,恶魔少女21102,0,1,212,1,0,0,0,106.00,0.00
0,1877696167,wgzst,0,23,237,217,1,0,0,9.88,0.00
1,7046255682,阡久陌,0,1,104,0,0,0,0,52.00,0.00
1,6308018226,晚晚201104,0,1,597,1,0,0,0,298.50,0.00
1,7157867116,okkirsche02,0,1,66,0,0,0,0,33.00,0.00
0,1101042221,瓷都野哥,0,49,147,51,5,1,1024,2.94,0.01
1,7156936362,春眠咘覺晓,0,1,266,0,0,0,0,133.00,0.00
1,6517642131,大帅哥王源,0,1,86,2,0,0,0,43.00,0.00
1,7157866521,谢小hw米1226,0,1,83,0,0,0,0,41.50,0.00
1,7085226892,用户7085226892,0,1,383,0,0,0,0,191.50,0.00
0,1411582047,狂放而凝落,0,93,412,41,2,22,2097152,4.38,0.05
1,7060314809,用户7060314809,0,1,60,0,0,0,0,30.00,0.00
1,5458989223,zhang张张江,0,1,87,0,0,0,0,43.50,0.00
1,6148545157,Rainbow40656,0,1,268,0,0,0,0,134.00,0.00
1,7157864854,魔道新粉,0,1,305,0,1,0,2097152,152.50,0.00
0,5249010938,瓶子wb,0,149,171,63,17,9,0,1.14,0.05
1,7157865464,你认识赵大可NM吗,0,1,43,0,0,0,0,21.50,0.00
1,7156935461,一见喜678,0,2,643,0,0,0,0,214.33,0.00
1,7157864861,用户7157864861,0,1,581,0,0,0,0,290.50,0.00
1,6362317956,夏沫之殇68361,0,1,521,0,0,0,0,260.50,0.00
1,6836939443,WeiZhpng丶,0,3,126,16,0,1,2097152,31.50,0.01
1,6646179892,救赎6011,0,1,64,0,0,0,0,32.00,0.00
1,5593426184,Js败柳,0,1,124,0,0,0,0,62.00,0.00
1,6148775352,Qin菇凉丶,0,1,67,1,0,0,0,33.50,0.00
1,6504198651,用户6504198651,0,1,345,1,0,0,0,172.50,0.00
0,6973270618,爱喝旺仔的倩,0,1,46,1,0,0,2097152,23.00,0.00
0,5070868262,文心雕龙262_235,0,17,625,3,0,1,0,34.72,0.00
0,6104501826,可爱的小羊羊咩11,0,24,202,1,0,0,2097152,8.08,0.00
1,7156933403,不在tF东篱,0,1,42,0,0,0,0,21.00,0.00
1,7156895167,用户7156895167,0,1,15,0,0,0,0,7.50,0.00
1,6089666228,执念六哥,0,38,323,3,0,0,0,8.28,0.00
1,7157862428,动心199907,0,1,223,0,0,0,0,111.50,0.00
1,6292073108,用户6292073108,0,1,53,2,0,0,0,26.50,0.00
1,7157863096,大白同学向前走Q7,0,1,45,0,0,0,0,22.50,0.00
1,7157863264,傻瓜与P野丫头3,0,1,45,0,0,0,0,22.50,0.00
1,7026085859,陌60768,0,1,40,0,0,0,0,20.00,0.00
0,6475054268,南西201801,0,27,167,84,0,1,33554432,5.96,0.01
1,7157860375,你我皆S凡人21,0,1,105,0,0,0,0,52.50,0.00
0,6510434319,用户6510434319,0,12,530,33,0,2,0,40.77,0.00
0,1274723937,PRETTY-Y,0,185,1843,58,0,1,0,9.91,0.00
1,6264211685,用户6264211685,0,2,281,0,0,0,2097152,93.67,0.00
1,7156932139,用户7156932139,0,1,165,0,0,0,0,82.50,0.00
0,5143072242,11丫头青,0,37,90,3,0,0,1049600,2.37,0.00
1,7157862760,R哎呀大魔王9,0,1,29,0,0,0,0,14.50,0.00
1,6575341757,用户6575341757,0,2,124,1,0,0,0,41.33,0.00
1,7157860664,用户7157860664,0,1,530,0,0,0,0,265.00,0.00
1,6708575608,梦之安魂71127,0,1,67,1,0,0,0,33.50,0.00
0,6203371776,嫣然一笑的精彩7,0,7,533,2,1,0,0,66.62,0.00
0,6281559823,用户6281559823,0,4,65,0,0,3,0,13.00,0.05
1,7156932501,用户7156932501,0,1,26,0,0,0,0,13.00,0.00
0,2655316941,知明觉晓,0,124,61,156,10,20,0,0.49,0.32
0,6556597192,水瓶逗逗逗逗凯,0,6,64,1,0,2,0,9.14,0.03
1,6186174236,用户6186174236,0,1,190,0,1,0,0,95.00,0.00
1,6226761941,弥音的烦恼,0,33,798,3,0,0,0,23.47,0.00
1,6996668371,用户6996668371,0,1,15,4,0,0,0,7.50,0.00
1,6140488708,静静地听你诉说去倾听去理解,0,17,362,1,0,0,0,20.11,0.00
1,6485261640,用户6485261640,0,1,448,1,0,0,0,224.00,0.00
1,6218558262,就叫也许过去了,0,3,827,0,0,0,0,206.75,0.00
1,6126049195,用户6126049195,0,1,109,0,0,0,0,54.50,0.00
1,7156931087,oud忍者神妖,0,1,27,0,0,0,0,13.50,0.00
1,6898982215,用户6898982215,0,1,169,0,0,0,0,84.50,0.00
0,2218697802,世界只有一个你Lan,0,58,588,30,2,12,0,9.97,0.02
1,7156930872,梅投配恼的咩咩16,0,1,85,0,0,0,0,42.50,0.00
0,5636610737,有你的友谊之光,0,101,370,74,1,3,2097154,3.63,0.01
0,6413290239,秀秀秀man-0216,0,73,1197,2050,1,12,0,16.18,0.01
1,7157860019,upk007918,0,1,49,0,0,0,0,24.50,0.00
0,3212299637,商先生的孙小姐,0,172,615,601,124,8,35652610,3.55,0.01
1,7050469358,遇见远方_逸风,0,3,220,4,0,1,0,55.00,0.00
0,6479130880,用户647916479130880,0,1,446,3,0,0,2097152,223.00,0.00
1,7157859182,采蘑菇的小斯基eG,0,1,50,0,0,0,0,25.00,0.00
1,6422654291,用户6422654291,0,1,127,5,0,0,0,63.50,0.00
0,5584729434,伊芙利特之迹,0,268,37,135,13,0,2098176,0.14,0.00
1,7156929401,璇丶子miss05,0,1,46,0,0,0,0,23.00,0.00
0,6354466842,用户6354466842,0,5,156,10,1,0,0,26.00,0.00
1,6282071046,用户6282071046,0,1,363,8,0,0,0,181.50,0.00
1,5214652420,青萧凉梦Q,0,4,161,0,0,0,0,32.20,0.00
1,6811495130,用户6811495130,0,1,60,10,0,0,0,30.00,0.00
1,6239031941,用户6239031941,0,3,209,3,0,0,0,52.25,0.00
0,5110879015,琪琪199136,0,36,201,102,1,1,33555456,5.43,0.00
1,6180219164,用户6180219164,0,1,705,2,0,0,0,352.50,0.00
0,1498639521,Lazy-小狐狸,0,502,1130,284,264,138,2097152,2.25,0.12
1,7157857662,无敌大cw怪,0,1,23,0,0,0,0,11.50,0.00
0,5255004174,小林光十三,0,35,92,8,0,1,0,2.56,0.01
1,6363964685,用户6363964685,0,1,460,0,0,0,0,230.00,0.00
1,7156928064,用户7156928064,0,1,31,0,0,0,0,15.50,0.00
0,2774908807,武強縣長,0,360,2018,600,0,0,0,5.59,0.00
0,6603576023,不爱香菜的桶桶,0,1,4,0,0,0,2097152,2.00,0.00
1,6117786291,用户6117786291,0,2,180,0,0,0,0,60.00,0.00
0,6517073466,蛋蛋店主,0,9,253,20,0,2,0,25.30,0.01
1,2104940863,盛景源生物科技,0,2,249,2,0,0,0,83.00,0.00
1,6308280644,用户6308280644,0,3,60,0,0,0,0,15.00,0.00
1,6998454948,用户6998454948,0,1,578,0,0,0,0,289.00,0.00
0,5409205001,海豚湾45607,0,7,223,2,0,1,0,27.88,0.00
1,5622484498,用户5622484498,0,2,60,0,0,0,0,20.00,0.00
0,3062947523,妮卡4347,0,58,528,1414,9,4,2097152,8.95,0.01
1,6327379804,富土康3号质检员,0,4,174,0,0,0,0,34.80,0.00
1,7156926352,用户7156926352,0,1,24,0,0,0,0,12.00,0.00
0,2761610080,蓝紫色的天空_Anger,0,54,289,29,0,0,1024,5.25,0.00
0,5342880775,MLL卡哇伊伊一大wa,0,47,349,4,0,8,35651584,7.27,0.02
1,7157855635,小猴子种豆子__6,0,1,48,0,0,0,0,24.00,0.00
0,2263949457,秋刀鱼的味滋,0,1479,97,131,133,12,2098176,0.07,0.12
0,5590409808,吕浪琪0215,0,14,153,11,1,0,0,10.20,0.00
0,5972836327,梅梅端端,0,50,132,2,0,0,0,2.59,0.00
1,6336175074,历史的尘,0,2,189,0,0,0,33554432,63.00,0.00
1,7157854928,铃灵凌pf,0,1,45,0,0,0,0,22.50,0.00
1,5555315693,XIAOCHEN24927,0,1,86,0,0,0,0,43.00,0.00
1,6292949450,宝宝091006292949450,0,1,178,0,0,0,0,89.00,0.00
0,6237209903,用户6237209903,0,22,238,2,0,0,0,10.35,0.00
0,2380237764,格桑花的曲调z,0,96,397,242,774,11,2097152,4.09,0.03
1,7157854501,用户7157854501,0,1,46,0,0,0,0,23.00,0.00
0,3287869207,薄荷糖340,0,435,323,4320,5,31,2097152,0.74,0.10
0,3299797623,手机用户3299797623,0,53,171,31,0,2,0,3.17,0.01
1,7048023368,用户7048023368,0,2,164,0,0,0,0,54.67,0.00
0,1195429600,峨眉天下秀1,0,80,75,65,62,0,2097152,0.93,0.00
1,6346734498,没有网名3013,0,3,348,1,0,0,0,87.00,0.00
1,7157853943,Tina阿泽n2,0,1,23,0,0,0,0,11.50,0.00
0,6478277529,用户6478277529,0,1,123,7,0,0,34603008,61.50,0.00
1,6580685321,墨染安然Tel,0,1,322,0,0,0,0,161.00,0.00
1,5443862505,用户5443862505,0,2,104,0,0,0,0,34.67,0.00
0,6700789137,用户6700789137,0,3,86,3,0,1,0,21.50,0.01
